Study_ID,Scientific_name,Common_name,N_offspring_sampled,EPY_percent,N_broods_sampled,EPP_percent,Lat,Long,nest_box,marker_type,nest_type,year_of_study_START,year_of_study_END,study_duration,breeding_start,breeding_end,Scientific_name_amended,Jetz_name,Clements_name,BIRDBASE_clements_names,breeding_system,parental_care,mono_poly_model,cooperative_breeding,body_mass,CS_max,nest_type_model,marker_type_model,nest_box_model,study_duration_num,coloniality,migration,MonoBIRDBASE,PolyBIRDBASE,n_mixed_broods,n_non_mixed_broods,n_EPY_offspring,n_WPY_offspring
482Shealer2014,Chlidonias_niger,North_American_black_tern,28,0,11,0,43.45,-88.92,no,microsatellite,PL,2003,2008,6,May,July,Chlidonias_niger,Chlidonias_niger,Chlidonias_niger,Chlidonias_niger,monogamy,biparental,monogamy,NA,73.15,3,open,microsatellite,no,6,1,Strong,Mono,NA,0,11,0,28
410Turjeman2016,Ciconia_ciconia,white_stork,NA,NA,145,26.9,44,5,no,microsatellite,PL,2012,2012,1,NA,NA,Ciconia_ciconia,Ciconia_ciconia,Ciconia_ciconia,Ciconia_ciconia,monogamy,biparental,polygamy,NA,3310,7,open,microsatellite,no,1,1,Strong,NA,Poly,39,106,NA,NA
449Øigarden2010,Cinclus_cinclus,white-throated_dipper,185,1.6,40,5,60.38,10.52,yes,microsatellite,"SP,CR",1998,1998,1,April,June,Cinclus_cinclus,Cinclus_cinclus,Cinclus_cinclus,Cinclus_cinclus,monogamy,biparental,mixed,NA,59.66666667,6,cavity,microsatellite,yes,1,0,Weak,Mono,Poly,2,38,3,182
392 Rutkowski2015,Circus_pygargus,Montagu’s_harrier,32,3.1,10,10,52,22,no,other,PL,2007,2011,5,May,August,Circus_pygargus,Circus_pygargus,Circus_pygargus,Circus_pygargus,monogamy,biparental,mixed,NA,307.75,6,open,mixed_other,no,5,1,Strong,Mono,Poly,1,9,1,31
252Wiebe2009,Colaptes_auratus,Northern_flicker,326,0,46,0,51.87,-122.03,no,microsatellite,CV,2001,2007,7,April,July,Colaptes_auratus,Colaptes_auratus,Colaptes_auratus,Colaptes_auratus,polyandry,biparental,mixed,no,136.1666667,17,cavity,microsatellite,no,7,0,Weak,Mono,Poly,0,46,0,326
60Davis2017,Colinus_virginianus,Northern_bobwhite,NA,NA,34,85.3,36,-100,no,microsatellite,SC,2013,2014,2,April,September,Colinus_virginianus,Colinus_virginianus,Colinus_virginianus,Colinus_virginianus,monogamy,biparental,mixed,NA,196.0166667,15,ground,microsatellite,no,2,0,Weak,Mono,Poly,29,5,NA,NA
34Sánchez-Tójar2015,Coracias_garrulus,European_roller,169,1.2,49,4.6,37.3,-3.18,yes,microsatellite,CV,2007,2011,5,May,July,Coracias_garrulus,Coracias_garrulus,Coracias_garrulus,Coracias_garrulus,monogamy,biparental,monogamy,no,141.8333333,6,cavity,microsatellite,yes,5,1,Strong,Mono,NA,2,47,2,167
297Decker1993,Coragyps_atratus,black_vulture,36,0,16,0,35.75,-78.92,no,DNA_fingerprinting,NO,1987,1989,3,March,June,Coragyps_atratus,Coragyps_atratus,Coragyps_atratus,Coragyps_atratus,monogamy,biparental,monogamy,no,1811.833333,4,ground,DNA_fingerprinting,no,3,0,Weak,Mono,NA,0,16,0,36
134Liebers1999,Corvus_monedula,Eurasian_jackdaw,39,2.6,15,6.7,50.92,11.57,yes,DNA_fingerprinting,CV,1992,1993,2,April,June,Corvus_monedula,Corvus_monedula,Coloeus_monedula,Coloeus_monedula,monogamy,biparental,monogamy,no,200.5,7,cavity,DNA_fingerprinting,yes,2,1,Weak,Mono,NA,1,14,1,38
196Henderson2000,Corvus_monedula,Eurasian_jackdaw,74,0,20,0,52.63,-1.13,yes,DNA_fingerprinting,CV,1991,1992,2,April,June,Corvus_monedula,Corvus_monedula,Coloeus_monedula,Coloeus_monedula,monogamy,biparental,monogamy,no,200.5,7,cavity,DNA_fingerprinting,yes,2,1,Weak,Mono,NA,0,20,0,74
260Overeem2014,Cyanocitta_stelleri,Steller’s_jay,79,15.2,41,14.6,40.98,-124,no,microsatellite,PL,2006,2008,3,March,August,Cyanocitta_stelleri,Cyanocitta_stelleri,Cyanocitta_stelleri,Cyanocitta_stelleri,monogamy,biparental,monogamy,no,119.75,6,open,microsatellite,no,3,1,Weak,Mono,NA,6,35,12,67
218Masello2002,Cyanoliseus_patagonus,burrowing_parakeet,166,0,49,0,-41.05,-62.8,no,DNA_fingerprinting,"BU,CV",1998,2000,3,October,February,Cyanoliseus_patagonus,Cyanoliseus_patagonus,Cyanoliseus_patagonus,Cyanoliseus_patagonus,monogamy,biparental,monogamy,NA,281.5,5,cavity,DNA_fingerprinting,no,3,1,Weak,Mono,NA,0,49,0,166
249Kraaijeveld2004,Cygnus_atratus,black_swan,332,15.1,85,37.6,-37.55,14.82,no,microsatellite,M,1999,2001,3,July,November,Cygnus_atratus,Cygnus_atratus,Cygnus_atratus,Cygnus_atratus,monogamy,biparental,monogamy,NA,5862.5,6,ground,microsatellite,no,3,1,Weak,Mono,NA,32,53,50,282
188Riley1995,Delichon_urbicum,house_martin,62,14.5,19,31.6,56.1,-3.93,no,DNA_fingerprinting,"DM,O",1987,1989,3,May,August,Delichon_urbicum,Delichon_urbicum,Delichon_urbicum,Delichon_urbicum,monogamy,biparental,mixed,NA,16.65,7,ground,DNA_fingerprinting,no,3,1,Strong,Mono,Poly,6,13,9,53
269Whittingham1995,Delichon_urbicum,house_martin,38,28.9,10,60,61.42,8.87,no,DNA_fingerprinting,"DM,O",1992,1992,1,July,July,Delichon_urbicum,Delichon_urbicum,Delichon_urbicum,Delichon_urbicum,monogamy,biparental,mixed,NA,16.65,7,ground,DNA_fingerprinting,no,1,1,Strong,Mono,Poly,6,4,11,27
268Klaus2001,Dendrocopos_major,great_spotted_woodpecker,161,0,36,0,48.22,16.27,no,DNA_fingerprinting,CV,1995,1996,2,April,June,Dendrocopos_major,Dendrocopos_major,Dendrocopos_major,Dendrocopos_major,monogamy,biparental,mixed,no,82,8,cavity,DNA_fingerprinting,no,2,0,Weak,Mono,Poly,0,36,0,161
268Klaus2001,Dendrocopos_medius,middle_spotted_woodpecker,61,0,13,0,48.22,16.27,no,DNA_fingerprinting,CV,1995,1996,2,April,June,Dendrocopos_medius,Dendrocopos_medius,Dendrocoptes_medius,Dendrocoptes_medius,monogamy,biparental,monogamy,no,67.5,8,cavity,DNA_fingerprinting,no,2,0,Weak,Mono,NA,0,13,0,61
325Webster2001,Dendroica_caerulescens,black-throated_blue_warbler,413,23,117,34.2,43.93,-71.75,NA,DNA_fingerprinting/microsatellite,CP,1995,1998,4,May,August,Dendroica_caerulescens,Dendroica_caerulescens,Setophaga_caerulescens,Setophaga_caerulescens,monogamy,biparental,mixed,NA,10.25,5,open,mixed_other,NA,4,0,Strong,Mono,Poly,40,77,95,318
41Byers2004,Dendroica_pensylvanica,chestnut-sided_warbler,95,47.4,33,60.6,42.67,-73.05,NA,microsatellite,CP,1999,2000,2,May,July,Dendroica_pensylvanica,Dendroica_pensylvanica,Setophaga_pensylvanica,Setophaga_pensylvanica,monogamy,biparental,monogamy,NA,9.916666667,5,open,microsatellite,NA,2,0,Strong,Mono,NA,20,13,45,50
33Grunst2014,Dendroica_petechia,yellow_warbler,150,30.7,57,49.1,37.6,-118.82,no,microsatellite,CP,2010,2012,3,May,July,Dendroica_petechia,Dendroica_petechia,Setophaga_petechia,Setophaga_petechia,monogamy,biparental,mixed,no,10.2,5,open,microsatellite,no,3,0,Strong,Mono,Poly,28,29,46,104
426Yezerinac1999,Dendroica_petechia,yellow_warbler,53,13.2,12,25,58.67,-94.42,no,microsatellite,CP,1994,1994,1,May,July,Dendroica_petechia,Dendroica_petechia,Setophaga_petechia,Setophaga_petechia,monogamy,biparental,mixed,no,10.2,5,open,microsatellite,no,1,0,Strong,Mono,Poly,3,9,7,46
427Yezerinac1997,Dendroica_petechia,yellow_warbler,484,33.1,130,53.8,44.57,-76.33,no,DNA_fingerprinting,CP,1992,1994,3,May,July,Dendroica_petechia,Dendroica_petechia,Setophaga_petechia,Setophaga_petechia,monogamy,biparental,mixed,no,10.2,5,open,DNA_fingerprinting,no,3,0,Strong,Mono,Poly,70,60,160,324
447Burg2006,Diomedea_exulans,wandering_albatross,104,13.5,147,10.9,-54,-38,no,microsatellite,M,1998,1999,2,December,November,Diomedea_exulans,Diomedea_exulans,Diomedea_exulans,Diomedea_exulans,monogamy,biparental,monogamy,no,8410,1,ground,microsatellite,no,2,1,Weak,Mono,NA,16,131,14,90
302 Jones2012,Diomedea_exulans,wandering_albatross,247,18.2,194,20.1,-46.87,37.68,no,microsatellite,M,2007,2009,3,November,October,Diomedea_exulans,Diomedea_exulans,Diomedea_exulans,Diomedea_exulans,monogamy,biparental,monogamy,no,8410,1,ground,microsatellite,no,3,1,Weak,Mono,NA,39,155,45,202
362Jouventin2006,Diomedea_exulans,wandering_albatross,50,12,50,12,-46.42,51.75,no,microsatellite,M,2001,2002,2,November,October,Diomedea_exulans,Diomedea_exulans,Diomedea_exulans,Diomedea_exulans,monogamy,biparental,monogamy,no,8410,1,ground,microsatellite,no,2,1,Weak,Mono,NA,6,44,6,44
362Jouventin2006,Diomedea_exulans,wandering_albatross,24,8.3,24,8.3,-49.25,69.53,no,microsatellite,M,2002,2003,2,December,November,Diomedea_exulans,Diomedea_exulans,Diomedea_exulans,Diomedea_exulans,monogamy,biparental,monogamy,no,8410,1,ground,microsatellite,no,2,1,Weak,Mono,NA,2,22,2,22
441Ryder2012,Dumetella_carolinensis,grey_catbird,455,13,165,24.8,39,-76,no,microsatellite,CP,2008,2009,2,May,August,Dumetella_carolinensis,Dumetella_carolinensis,Dumetella_carolinensis,Dumetella_carolinensis,monogamy,biparental,NA,NA,38.31666667,4,open,microsatellite,no,2,0,Strong,NA,NA,41,124,59,396
46 Stutchbury2007,Elaenia_chiriquensis,lesser_elaenia,38,36.8,15,66.7,9.12,-79.68,no,microsatellite,CP,1998,1999,2,January,March,Elaenia_chiriquensis,Elaenia_chiriquensis,Elaenia_chiriquensis,Elaenia_chiriquensis,monogamy,biparental,NA,no,16.8,4,open,microsatellite,no,2,0,Weak,NA,NA,10,5,14,24
46 Stutchbury2007,Elaenia_flavogaster,yellow-bellied_elaenia,24,4.2,13,7.7,9.12,-79.68,no,microsatellite,CP,1998,1999,2,January,March,Elaenia_flavogaster,Elaenia_flavogaster,Elaenia_flavogaster,Elaenia_flavogaster,monogamy,biparental,NA,no,25,3,open,microsatellite,no,2,0,Weak,NA,NA,1,12,1,23
232Sundberg1996,Emberiza_citrinella,yellowhammer,123,37.4,32,68.8,59.9,17.53,no,DNA_fingerprinting,CP,1990,1993,4,May,June,Emberiza_citrinella,Emberiza_citrinella,Emberiza_citrinella,Emberiza_citrinella,monogamy,biparental,monogamy,NA,29.73333333,5,open,DNA_fingerprinting,no,4,0,Weak,Mono,NA,22,10,46,77
8Dixon1994,Emberiza_schoeniclus,reed_bunting,216,54.6,58,86.2,52.13,-1.13,no,DNA_fingerprinting,CP,NA,NA,#VALUE!,April,August,Emberiza_schoeniclus,Emberiza_schoeniclus,Emberiza_schoeniclus,Emberiza_schoeniclus,monogamy,biparental,mixed,no,18.63333333,5,open,DNA_fingerprinting,no,NA,0,Weak,Mono,Poly,50,8,118,98
255Bouwman2006,Emberiza_schoeniclus,reed_bunting,473,51,121,73.6,51.75,4.75,no,microsatellite,CP,2002,2003,2,February,July,Emberiza_schoeniclus,Emberiza_schoeniclus,Emberiza_schoeniclus,Emberiza_schoeniclus,monogamy,biparental,mixed,no,18.63333333,5,open,microsatellite,no,2,0,Weak,Mono,Poly,89,32,241,232
425Suter2007,Emberiza_schoeniclus,reed_bunting,835,37.7,213,62.9,46.9,6.93,no,microsatellite,CP,2002,2006,5,March,August,Emberiza_schoeniclus,Emberiza_schoeniclus,Emberiza_schoeniclus,Emberiza_schoeniclus,monogamy,biparental,mixed,no,18.63333333,5,open,microsatellite,no,5,0,Weak,Mono,Poly,134,79,315,520
450Pearson2006,Empidonax_traillii,willow_flycatcher,140,14.3,56,21.4,35.65,-118.03,no,microsatellite,CP,1997,2002,6,May,August,Empidonax_traillii,Empidonax_traillii,Empidonax_traillii,Empidonax_traillii,monogamy,biparental,NA,NA,13.31666667,4,open,microsatellite,no,6,0,Strong,NA,NA,12,44,20,120
345Kleven2005,Emberiza_schoeniclus,reed_bunting,332,29.5,72,54.2,61.42,8.87,NA,microsatellite,CP,2001,2002,2,June,July,Emberiza_schoeniclus,Emberiza_schoeniclus,Emberiza_schoeniclus,Emberiza_schoeniclus,monogamy,biparental,mixed,no,18.63333333,5,open,microsatellite,NA,2,0,Weak,Mono,Poly,39,33,98,234
400Tarof2005,Empidonax_minimus,least_flycatcher,83,37,23,56.5,44.57,-76.32,no,microsatellite,CP,1999,2000,2,May,July,Empidonax_minimus,Empidonax_minimus,Empidonax_minimus,Empidonax_minimus,monogamy,biparental,NA,NA,10.7,4,open,microsatellite,no,2,0,Strong,NA,NA,13,10,31,52
413Hung2009,Empidonax_virescens,acadian_flycatcher,28,57.1,14,64.3,41.77,-79.93,no,microsatellite,CP,2004,2006,3,May,August,Empidonax_virescens,Empidonax_virescens,Empidonax_virescens,Empidonax_virescens,monogamy,biparental,NA,NA,12.63333333,4,open,microsatellite,no,3,0,Strong,NA,NA,9,5,16,12
314Evans2009,Empidonax_virescens,acadian_flycatcher,29,13.8,12,25,42.72,-81.1,no,microsatellite,CP,2002,2003,2,May,August,Empidonax_virescens,Empidonax_virescens,Empidonax_virescens,Empidonax_virescens,monogamy,biparental,NA,NA,12.63333333,4,open,microsatellite,no,2,0,Strong,NA,NA,3,9,4,25
42Woolfenden2005,Empidonax_virescens,acadian_flycatcher,133,40.6,53,58.5,41.77,-79.93,no,microsatellite,CP,1997,2002,6,May,July,Empidonax_virescens,Empidonax_virescens,Empidonax_virescens,Empidonax_virescens,monogamy,biparental,NA,NA,12.63333333,4,open,microsatellite,no,6,0,Strong,NA,NA,31,22,54,79
353Bolton2017,Erythrura_gouldiae,gouldian_finch,232,8.6,57,22.8,-15.57,128,both,microsatellite/SNPs,"CV,DM",2008,2009,2,February,August,Erythrura_gouldiae,Erythrura_gouldiae,Chloebia_gouldiae,Chloebia_gouldiae,monogamy,biparental,NA,NA,13.25,8,cavity,mixed_other,NA,2,1,Weak,NA,NA,13,44,20,212
202Owens1995,Eudromias_morinellus,Eurasian_dotterel,44,4.5,22,9.1,57.05,-3.57,no,DNA_fingerprinting,SC,1989,1990,2,May,June,Eudromias_morinellus,Eudromias_morinellus,Eudromias_morinellus,Eudromias_morinellus,monogamy,uniparental,mixed,NA,110.75,3,ground,DNA_fingerprinting,no,2,0,Strong,Mono,Poly,2,20,2,42
198McLean2000,Eudyptes_pachyrhynchus,fiordland_penguin,33,0,24,0,-43.83,168.88,no,DNA_fingerprinting,SC,1990,1990,1,July,September,Eudyptes_pachyrhynchus,Eudyptes_pachyrhynchus,Eudyptes_pachyrhynchus,Eudyptes_pachyrhynchus,monogamy,biparental,NA,no,3755,2,ground,DNA_fingerprinting,no,1,1,Weak,NA,NA,0,24,0,33
64Clair1995,Eudyptes_schlegeli,royal_penguin,26,3.8,13,7.7,-54.5,158.95,no,DNA_fingerprinting,SC,1991,1991,1,October,December,Eudyptes_schlegeli,Eudyptes_schlegeli,Eudyptes_schlegeli,Eudyptes_schlegeli,monogamy,biparental,NA,NA,4900,2,ground,DNA_fingerprinting,no,1,1,Weak,NA,NA,1,12,1,25
383Edler2008,Euplectes_orix,red_bishop,115,39.1,47,63.8,-33.43,25.75,no,DNA_fingerprinting,SP,2002,2004,3,October,March,Euplectes_orix,Euplectes_orix,Euplectes_orix,Euplectes_orix,monogamy,uniparental,polygamy,NA,23.5,3,other_enclosed,DNA_fingerprinting,no,3,1,Weak,NA,Poly,30,17,45,70
456 Friedl1999,Euplectes_orix,red_bishop,432,17.6,187,30.5,-33.43,25.75,no,DNA_fingerprinting,SP,1993,1997,5,October,April,Euplectes_orix,Euplectes_orix,Euplectes_orix,Euplectes_orix,monogamy,uniparental,polygamy,NA,23.5,3,other_enclosed,DNA_fingerprinting,no,5,1,Weak,NA,Poly,57,130,76,356
199Warkentin1994,Falco_columbarius,merlin,47,0,18,0,52.12,-106.63,no,DNA_fingerprinting,"CV,O,SC",1988,1990,3,April,July,Falco_columbarius,Falco_columbarius,Falco_columbarius,Falco_columbarius,monogamy,nk_cooperation,monogamy,NA,193,6,cavity,DNA_fingerprinting,no,3,0,Strong,Mono,NA,0,18,0,47
208Swatschek1993,Falco_eleonorae,eleonoras_falcon,60,NA,17,0,38,24.98,no,DNA_fingerprinting,CV,1991,1991,1,May,October,Falco_eleonorae,Falco_eleonorae,Falco_eleonorae,Falco_eleonorae,monogamy,biparental,NA,NA,388.3333333,4,cavity,DNA_fingerprinting,no,1,1,Strong,NA,NA,0,17,NA,NA
294 Alcaide2005,Falco_naumanni,lesser_kestrel,24,4.2,8,12.5,37.17,-6.35,no,microsatellite,"CV,O",2003,2003,1,March,July,Falco_naumanni,Falco_naumanni,Falco_naumanni,Falco_naumanni,monogamy,biparental,monogamy,no,145.75,6,cavity,microsatellite,no,1,1,Strong,Mono,NA,1,7,1,23
294 Alcaide2005,Falco_naumanni,lesser_kestrel,72,8.3,23,8.7,41.35,-0.18,no,microsatellite,"CV,O",1993,1993,1,April,July,Falco_naumanni,Falco_naumanni,Falco_naumanni,Falco_naumanni,monogamy,biparental,monogamy,no,145.75,6,cavity,microsatellite,no,1,1,Strong,Mono,NA,2,21,6,66
322Nesje2000,Falco_peregrinus,peregrine_falcon,64,0,18,0,NA,NA,no,microsatellite,"SC,O",1993,1996,4,NA,NA,Falco_peregrinus,Falco_peregrinus,Falco_peregrinus,Falco_peregrinus,monogamy,biparental,mixed,NA,916.25,4,ground,microsatellite,no,4,0,Weak,Mono,Poly,0,18,0,64
328Villarroel1998,Falco_sparverius,American_kestrel,89,11.2,21,9.5,42.42,-75.08,yes,DNA_fingerprinting,"CV,O",1992,1993,2,March,July,Falco_sparverius,Falco_sparverius,Falco_sparverius,Falco_sparverius,monogamy,biparental,monogamy,no,119.3333333,7,cavity,DNA_fingerprinting,yes,2,0,Strong,Mono,NA,2,19,10,79
150Korpimäki1996,Falco_tinnunculus,Eurasian_kestrel,319,1.9,75,2.7,62.98,22.83,yes,DNA_fingerprinting,"CV,O",1990,1992,3,April,July,Falco_tinnunculus,Falco_tinnunculus,Falco_tinnunculus,Falco_tinnunculus,monogamy,biparental,monogamy,NA,210.5,7,cavity,DNA_fingerprinting,yes,3,1,Strong,Mono,NA,2,73,6,313
312Krist2011,Ficedula_albicollis,collared_flycatcher,800,26.8,135,57,49.53,17.07,yes,microsatellite,CP,2006,2010,5,April,June,Ficedula_albicollis,Ficedula_albicollis,Ficedula_albicollis,Ficedula_albicollis,monogamy,biparental,mixed,no,12.23333333,9,open,microsatellite,yes,5,0,Strong,Mono,Poly,77,58,214,586
483Sheldon1999,Ficedula_albicollis,collared_flycatcher,459,15.5,79,32.9,57.17,18.33,yes,microsatellite,CP,1994,1994,1,May,July,Ficedula_albicollis,Ficedula_albicollis,Ficedula_albicollis,Ficedula_albicollis,monogamy,biparental,mixed,no,12.23333333,9,open,microsatellite,yes,1,0,Strong,Mono,Poly,26,53,71,388
313Krist2005,Ficedula_albicollis,collared_flycatcher,165,24.2,27,51.9,49.53,17.07,yes,microsatellite,CP,2001,2002,2,April,June,Ficedula_albicollis,Ficedula_albicollis,Ficedula_albicollis,Ficedula_albicollis,monogamy,biparental,mixed,no,12.23333333,9,open,microsatellite,yes,2,0,Strong,Mono,Poly,14,13,40,125
54Rosivall2009,Ficedula_albicollis,collared_flycatcher,NA,20.6,45,55.7,47.7,19.02,yes,microsatellite,CP,2002,2003,2,April,June,Ficedula_albicollis,Ficedula_albicollis,Ficedula_albicollis,Ficedula_albicollis,monogamy,biparental,mixed,no,12.23333333,9,open,microsatellite,yes,2,0,Strong,Mono,Poly,25,20,NA,NA
455Veen2001,Ficedula_albicollis,collared_flycatcher,NA,NA,44,13.6,NA,NA,yes,microsatellite,CP,1985,2001,17,April,June,Ficedula_albicollis,Ficedula_albicollis,Ficedula_albicollis,Ficedula_albicollis,monogamy,biparental,mixed,no,12.23333333,9,open,microsatellite,yes,17,0,Strong,Mono,Poly,6,38,NA,NA
457Wilk2008,Ficedula_albicollis,collared_flycatcher,482,15.6,78,34.6,50.1,20.4,yes,microsatellite,CP,2003,2006,4,April,June,Ficedula_albicollis,Ficedula_albicollis,Ficedula_albicollis,Ficedula_albicollis,monogamy,biparental,mixed,no,12.23333333,9,open,microsatellite,yes,4,0,Strong,Mono,Poly,27,51,75,407
242Moreno2013,Ficedula_hypoleuca,pied_flycatcher,268,13.1,59,28.8,40.8,-4.02,yes,microsatellite,CP,2010,2010,1,May,June,Ficedula_hypoleuca,Ficedula_hypoleuca,Ficedula_hypoleuca,Ficedula_hypoleuca,monogamy,biparental,mixed,no,14.21666667,10,open,microsatellite,yes,1,0,Strong,Mono,Poly,17,42,35,233
446Lubjuhn2000,Ficedula_hypoleuca,pied_flycatcher,884,5.1,164,12.8,52.45,7.25,yes,DNA_fingerprinting,CP,1993,1996,4,April,June,Ficedula_hypoleuca,Ficedula_hypoleuca,Ficedula_hypoleuca,Ficedula_hypoleuca,monogamy,biparental,mixed,no,14.21666667,10,open,DNA_fingerprinting,yes,4,0,Strong,Mono,Poly,21,143,45,839
235Lifjeld1991,Ficedula_hypoleuca,pied_flycatcher,135,4.4,27,14.8,59.98,10.63,yes,DNA_fingerprinting,CP,1989,1989,1,May,July,Ficedula_hypoleuca,Ficedula_hypoleuca,Ficedula_hypoleuca,Ficedula_hypoleuca,monogamy,biparental,mixed,no,14.21666667,10,open,DNA_fingerprinting,yes,1,0,Strong,Mono,Poly,4,23,6,129
214Brün1996,Ficedula_hypoleuca,pied_flycatcher,165,5.5,31,12.9,52.53,7.35,yes,DNA_fingerprinting,CP,1993,1993,1,May,June,Ficedula_hypoleuca,Ficedula_hypoleuca,Ficedula_hypoleuca,Ficedula_hypoleuca,monogamy,biparental,mixed,no,14.21666667,10,open,DNA_fingerprinting,yes,1,0,Strong,Mono,Poly,4,27,9,156
117Canal2012,Ficedula_hypoleuca,pied_flycatcher,1126,15.2,233,33,41.07,-3.45,yes,microsatellite,CP,2005,2006,2,May,June,Ficedula_hypoleuca,Ficedula_hypoleuca,Ficedula_hypoleuca,Ficedula_hypoleuca,monogamy,biparental,mixed,no,14.21666667,10,open,microsatellite,yes,2,0,Strong,Mono,Poly,77,156,171,955
363Lehtonen2009,Ficedula_hypoleuca,pied_flycatcher,857,4.4,191,13.1,60.42,22.17,yes,microsatellite,CP,2005,2006,2,April,June,Ficedula_hypoleuca,Ficedula_hypoleuca,Ficedula_hypoleuca,Ficedula_hypoleuca,monogamy,biparental,mixed,no,14.21666667,10,open,microsatellite,yes,2,0,Strong,Mono,Poly,25,166,38,819
182Ellegren1995,Ficedula_hypoleuca,pied_flycatcher,98,7,18,17,59.97,10.78,yes,microsatellite,CP,1992,1992,1,May,June,Ficedula_hypoleuca,Ficedula_hypoleuca,Ficedula_hypoleuca,Ficedula_hypoleuca,monogamy,biparental,mixed,no,14.21666667,10,open,microsatellite,yes,1,0,Strong,Mono,Poly,3,15,7,91
187Gelter1992,Ficedula_hypoleuca,pied_flycatcher,38,23.7,7,42.9,59.83,17.67,yes,DNA_fingerprinting,CP,1987,1987,1,May,June,Ficedula_hypoleuca,Ficedula_hypoleuca,Ficedula_hypoleuca,Ficedula_hypoleuca,monogamy,biparental,mixed,no,14.21666667,10,open,DNA_fingerprinting,yes,1,0,Strong,Mono,Poly,3,4,9,29
243Moreno2010,Ficedula_hypoleuca,pied_flycatcher,348,7.5,58,22.4,40.8,-4.02,yes,microsatellite,CP,2003,2003,1,May,June,Ficedula_hypoleuca,Ficedula_hypoleuca,Ficedula_hypoleuca,Ficedula_hypoleuca,monogamy,biparental,mixed,no,14.21666667,10,open,microsatellite,yes,1,0,Strong,Mono,Poly,13,45,26,322
241Moreno2015,Ficedula_hypoleuca,pied_flycatcher,313,17.6,60,38.3,40.8,-4.02,yes,microsatellite,CP,2011,2011,1,May,June,Ficedula_hypoleuca,Ficedula_hypoleuca,Ficedula_hypoleuca,Ficedula_hypoleuca,monogamy,biparental,mixed,no,14.21666667,10,open,microsatellite,yes,1,0,Strong,Mono,Poly,23,37,55,258
349Rätti1995,Ficedula_hypoleuca,pied_flycatcher,223,10.8,36,22.2,62.62,26.33,yes,DNA_fingerprinting,CP,1990,1990,1,May,June,Ficedula_hypoleuca,Ficedula_hypoleuca,Ficedula_hypoleuca,Ficedula_hypoleuca,monogamy,biparental,mixed,no,14.21666667,10,open,DNA_fingerprinting,yes,1,0,Strong,Mono,Poly,8,28,24,199
348Rätti2001,Ficedula_hypoleuca,pied_flycatcher,225,4.4,43,7,62.62,26.33,yes,DNA_fingerprinting,CP,1992,1992,1,May,June,Ficedula_hypoleuca,Ficedula_hypoleuca,Ficedula_hypoleuca,Ficedula_hypoleuca,monogamy,biparental,mixed,no,14.21666667,10,open,DNA_fingerprinting,yes,1,0,Strong,Mono,Poly,3,40,10,215
53Tomotani2017,Ficedula_hypoleuca,pied_flycatcher,481,8.9,93,19.4,52.03,5.85,yes,microsatellite,CP,2014,2014,1,April,June,Ficedula_hypoleuca,Ficedula_hypoleuca,Ficedula_hypoleuca,Ficedula_hypoleuca,monogamy,biparental,mixed,no,14.21666667,10,open,microsatellite,yes,1,0,Strong,Mono,Poly,18,75,43,438
240Mitrus2014,Ficedula_parva,red-breasted_flycatcher,159,7.5,33,24.2,52.68,23.87,no,microsatellite,CP,2004,2011,8,May,July,Ficedula_parva,Ficedula_parva,Ficedula_parva,Ficedula_parva,monogamy,biparental,monogamy,NA,10,7,open,microsatellite,no,8,0,Strong,Mono,NA,8,25,12,147
300Gong2017,Ficedula_zanthopygia,yellow_rumped_flycatcher,325,22.2,64,54.7,45,126,yes,microsatellite,CP,2011,2013,3,May,July,Ficedula_zanthopygia,Ficedula_zanthopygia,Ficedula_zanthopygia,Ficedula_zanthopygia,monogamy,biparental,NA,NA,12.33333333,8,open,microsatellite,yes,3,0,Strong,NA,NA,35,29,72,253
440Anker-Nilssen2008,Fratercula_arctica,Atlantic_puffin,38,0,38,0,67.43,11.88,no,microsatellite,"BU,CR",2003,2004,2,June,July,Fratercula_arctica,Fratercula_arctica,Fratercula_arctica,Fratercula_arctica,monogamy,biparental,monogamy,no,432.5,1,cavity,microsatellite,no,2,1,Strong,Mono,NA,0,38,0,38
